"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: alphalength","Param: expression","Param: numberOfDecisionTableRules","Param: numberOfDecisions","Param: numberOfDecisionsWithBKM","Param: numberOfDecisionsWithContext","Param: numberOfElements","Param: param","Param: resourceName","Param: sparseness","Param: useAlphaNetworkCompiled","Param: useExecModelCompiler"
"org.drools.benchmarks.dmn.feel.datetime.FEELDurationUnitSelectionBenchmark.evaluateCompiledButInterpretedExpression","avgt",1,100,0.106701,0.002992,"us/op",,"duration( ""P2DT20H14M5S"" ).hours",,,,,,,,,,
"org.drools.benchmarks.dmn.feel.datetime.FEELDurationUnitSelectionBenchmark.evaluateCompiledButInterpretedExpression","avgt",1,100,0.102743,0.002423,"us/op",,"duration( ""P2DT20H14M5S"" ).minutes",,,,,,,,,,
"org.drools.benchmarks.dmn.feel.datetime.FEELDurationUnitSelectionBenchmark.evaluateCompiledButInterpretedExpression","avgt",1,100,0.101272,0.001310,"us/op",,"duration( ""P2DT20H14M5S"" ).seconds",,,,,,,,,,
"org.drools.benchmarks.dmn.feel.datetime.FEELDurationUnitSelectionBenchmark.evaluateCompiledButInterpretedExpression","avgt",1,100,0.566092,0.004603,"us/op",,"years and months duration( date(""2011-12-22""), date(""2013-08-24"") ).years",,,,,,,,,,
"org.drools.benchmarks.dmn.feel.datetime.FEELDurationUnitSelectionBenchmark.evaluateCompiledButInterpretedExpression","avgt",1,100,0.626702,0.012694,"us/op",,"years and months duration( date(""2011-12-22""), date(""2013-08-24"") ).months",,,,,,,,,,
"org.drools.benchmarks.dmn.feel.datetime.FEELDurationUnitSelectionBenchmark.evaluateCompiledJavaExpressionBenchmark","avgt",1,100,0.097270,0.001703,"us/op",,"duration( ""P2DT20H14M5S"" ).days",,,,,,,,,,
"org.drools.benchmarks.dmn.feel.datetime.FEELDurationUnitSelectionBenchmark.evaluateCompiledJavaExpressionBenchmark","avgt",1,100,0.093181,0.001518,"us/op",,"duration( ""P2DT20H14M5S"" ).hours",,,,,,,,,,
"org.drools.benchmarks.dmn.feel.datetime.FEELDurationUnitSelectionBenchmark.evaluateCompiledJavaExpressionBenchmark","avgt",1,100,0.095046,0.001783,"us/op",,"duration( ""P2DT20H14M5S"" ).minutes",,,,,,,,,,
"org.drools.benchmarks.dmn.feel.datetime.FEELDurationUnitSelectionBenchmark.evaluateCompiledJavaExpressionBenchmark","avgt",1,100,0.091100,0.002967,"us/op",,"duration( ""P2DT20H14M5S"" ).seconds",,,,,,,,,,
"org.drools.benchmarks.dmn.feel.datetime.FEELDurationUnitSelectionBenchmark.evaluateCompiledJavaExpressionBenchmark","avgt",1,100,0.488860,0.013829,"us/op",,"years and months duration( date(""2011-12-22""), date(""2013-08-24"") ).years",,,,,,,,,,
"org.drools.benchmarks.dmn.feel.datetime.FEELDurationUnitSelectionBenchmark.evaluateCompiledJavaExpressionBenchmark","avgt",1,100,0.487751,0.001429,"us/op",,"years and months duration( date(""2011-12-22""), date(""2013-08-24"") ).months",,,,,,,,,,
"org.drools.benchmarks.dmn.feel.datetime.FEELDurationUnitSelectionBenchmark.evaluateExpressionBenchmark","avgt",1,100,50.802994,0.393750,"us/op",,"duration( ""P2DT20H14M5S"" ).days",,,,,,,,,,
"org.drools.benchmarks.dmn.feel.datetime.FEELDurationUnitSelectionBenchmark.evaluateExpressionBenchmark","avgt",1,100,51.695653,0.958567,"us/op",,"duration( ""P2DT20H14M5S"" ).hours",,,,,,,,,,
"org.drools.benchmarks.dmn.feel.datetime.FEELDurationUnitSelectionBenchmark.evaluateExpressionBenchmark","avgt",1,100,50.898742,0.786279,"us/op",,"duration( ""P2DT20H14M5S"" ).minutes",,,,,,,,,,
"org.drools.benchmarks.dmn.feel.datetime.FEELDurationUnitSelectionBenchmark.evaluateExpressionBenchmark","avgt",1,100,50.097331,0.542297,"us/op",,"duration( ""P2DT20H14M5S"" ).seconds",,,,,,,,,,
"org.drools.benchmarks.dmn.feel.datetime.FEELDurationUnitSelectionBenchmark.evaluateExpressionBenchmark","avgt",1,100,284.071376,3.454819,"us/op",,"years and months duration( date(""2011-12-22""), date(""2013-08-24"") ).years",,,,,,,,,,
"org.drools.benchmarks.dmn.feel.datetime.FEELDurationUnitSelectionBenchmark.evaluateExpressionBenchmark","avgt",1,100,281.059988,3.448811,"us/op",,"years and months duration( date(""2011-12-22""), date(""2013-08-24"") ).months",,,,,,,,,,
"org.drools.benchmarks.dmn.feel.datetime.FEELTimeBenchmark.evaluateCompiledButInterpretedExpression","avgt",1,100,0.056043,0.001424,"us/op",,"time(""14:52:25"")",,,,,,,,,,
"org.drools.benchmarks.dmn.feel.datetime.FEELTimeBenchmark.evaluateCompiledButInterpretedExpression","avgt",1,100,1.097018,0.020312,"us/op",,"time( 14, 52, 25, duration(""PT5H""))",,,,,,,,,,
"org.drools.benchmarks.dmn.feel.datetime.FEELTimeBenchmark.evaluateCompiledButInterpretedExpression","avgt",1,100,0.914338,0.005504,"us/op",,"time( date and time(""2016-07-29T14:52:25-05:00"") )",,,,,,,,,,
"org.drools.benchmarks.dmn.feel.datetime.FEELTimeBenchmark.evaluateCompiledJavaExpressionBenchmark","avgt",1,100,0.054040,0.002324,"us/op",,"time(""14:52:25"")",,,,,,,,,,
"org.drools.benchmarks.dmn.feel.datetime.FEELTimeBenchmark.evaluateCompiledJavaExpressionBenchmark","avgt",1,100,0.823838,0.013141,"us/op",,"time( 14, 52, 25, duration(""PT5H""))",,,,,,,,,,
"org.drools.benchmarks.dmn.feel.datetime.FEELTimeBenchmark.evaluateCompiledJavaExpressionBenchmark","avgt",1,100,0.720657,0.002410,"us/op",,"time( date and time(""2016-07-29T14:52:25-05:00"") )",,,,,,,,,,
"org.drools.benchmarks.dmn.feel.datetime.FEELTimeBenchmark.evaluateExpressionBenchmark","avgt",1,100,45.608437,0.563770,"us/op",,"time(""14:52:25"")",,,,,,,,,,
"org.drools.benchmarks.dmn.feel.datetime.FEELTimeBenchmark.evaluateExpressionBenchmark","avgt",1,100,59.400331,0.513160,"us/op",,"time( 14, 52, 25, duration(""PT5H""))",,,,,,,,,,
"org.drools.benchmarks.dmn.feel.datetime.FEELTimeBenchmark.evaluateExpressionBenchmark","avgt",1,100,134.544606,0.465991,"us/op",,"time( date and time(""2016-07-29T14:52:25-05:00"") )",,,,,,,,,,
"org.drools.benchmarks.dmn.feel.datetime.FEELTimeUnitSelectionBenchmark.evaluateCompiledButInterpretedExpression","avgt",1,100,0.109827,0.001415,"us/op",,"time(""13:20:00-05:00"").hour",,,,,,,,,,
"org.drools.benchmarks.dmn.feel.datetime.FEELTimeUnitSelectionBenchmark.evaluateCompiledButInterpretedExpression","avgt",1,100,0.106968,0.002589,"us/op",,"time(""13:20:00-05:00"").minute",,,,,,,,,,
"org.drools.benchmarks.dmn.feel.datetime.FEELTimeUnitSelectionBenchmark.evaluateCompiledButInterpretedExpression","avgt",1,100,0.105041,0.001812,"us/op",,"time(""13:20:00-05:00"").second",,,,,,,,,,
"org.drools.benchmarks.dmn.feel.datetime.FEELTimeUnitSelectionBenchmark.evaluateCompiledButInterpretedExpression","avgt",1,100,0.099140,0.001632,"us/op",,"time(""13:20:00-05:00"").time offset",,,,,,,,,,
"org.drools.benchmarks.dmn.feel.datetime.FEELTimeUnitSelectionBenchmark.evaluateCompiledJavaExpressionBenchmark","avgt",1,100,0.096613,0.002305,"us/op",,"time(""13:20:00-05:00"").hour",,,,,,,,,,
"org.drools.benchmarks.dmn.feel.datetime.FEELTimeUnitSelectionBenchmark.evaluateCompiledJavaExpressionBenchmark","avgt",1,100,0.098577,0.004218,"us/op",,"time(""13:20:00-05:00"").minute",,,,,,,,,,
"org.drools.benchmarks.dmn.feel.datetime.FEELTimeUnitSelectionBenchmark.evaluateCompiledJavaExpressionBenchmark","avgt",1,100,0.097450,0.001021,"us/op",,"time(""13:20:00-05:00"").second",,,,,,,,,,
"org.drools.benchmarks.dmn.feel.datetime.FEELTimeUnitSelectionBenchmark.evaluateCompiledJavaExpressionBenchmark","avgt",1,100,0.091148,0.001602,"us/op",,"time(""13:20:00-05:00"").time offset",,,,,,,,,,
"org.drools.benchmarks.dmn.feel.datetime.FEELTimeUnitSelectionBenchmark.evaluateExpressionBenchmark","avgt",1,100,51.351339,0.523716,"us/op",,"time(""13:20:00-05:00"").hour",,,,,,,,,,
"org.drools.benchmarks.dmn.feel.datetime.FEELTimeUnitSelectionBenchmark.evaluateExpressionBenchmark","avgt",1,100,50.858916,0.509554,"us/op",,"time(""13:20:00-05:00"").minute",,,,,,,,,,
"org.drools.benchmarks.dmn.feel.datetime.FEELTimeUnitSelectionBenchmark.evaluateExpressionBenchmark","avgt",1,100,51.038146,0.387285,"us/op",,"time(""13:20:00-05:00"").second",,,,,,,,,,
"org.drools.benchmarks.dmn.feel.datetime.FEELTimeUnitSelectionBenchmark.evaluateExpressionBenchmark","avgt",1,100,59.530531,0.683563,"us/op",,"time(""13:20:00-05:00"").time offset",,,,,,,,,,
"org.drools.benchmarks.dmn.feel.expressions.FEELPathExpressionBenchmark.evaluateCompiledButInterpretedExpression","avgt",1,100,0.585181,0.005593,"us/op",,"{ full name: { first name: ""John"", last name: ""Doe"" } }.full name.last name",,,,,,,,,,
"org.drools.benchmarks.dmn.feel.expressions.FEELPathExpressionBenchmark.evaluateCompiledJavaExpressionBenchmark","avgt",1,100,0.295539,0.006905,"us/op",,"{ full name: { first name: ""John"", last name: ""Doe"" } }.full name.last name",,,,,,,,,,
"org.drools.benchmarks.dmn.feel.expressions.FEELPathExpressionBenchmark.evaluateExpressionBenchmark","avgt",1,100,178.478078,1.037290,"us/op",,"{ full name: { first name: ""John"", last name: ""Doe"" } }.full name.last name",,,,,,,,,,
"org.drools.benchmarks.dmn.feel.expressions.FEELQuantifiedExpressionBenchmark.evaluateCompiledButInterpretedExpression","avgt",1,100,0.478235,0.004423,"us/op",,"some price in [ 80, 11, 110 ] satisfies price > 100",,,,,,,,,,
"org.drools.benchmarks.dmn.feel.expressions.FEELQuantifiedExpressionBenchmark.evaluateCompiledButInterpretedExpression","avgt",1,100,0.476591,0.003829,"us/op",,"every price in [ 80, 11, 90 ] satisfies price > 10",,,,,,,,,,
"org.drools.benchmarks.dmn.feel.expressions.FEELQuantifiedExpressionBenchmark.evaluateCompiledJavaExpressionBenchmark","avgt",1,100,0.264422,0.004324,"us/op",,"some price in [ 80, 11, 110 ] satisfies price > 100",,,,,,,,,,
"org.drools.benchmarks.dmn.feel.expressions.FEELQuantifiedExpressionBenchmark.evaluateCompiledJavaExpressionBenchmark","avgt",1,100,0.283940,0.002996,"us/op",,"every price in [ 80, 11, 90 ] satisfies price > 10",,,,,,,,,,
"org.drools.benchmarks.dmn.feel.expressions.FEELQuantifiedExpressionBenchmark.evaluateExpressionBenchmark","avgt",1,100,87.495475,0.932995,"us/op",,"some price in [ 80, 11, 110 ] satisfies price > 100",,,,,,,,,,
"org.drools.benchmarks.dmn.feel.expressions.FEELQuantifiedExpressionBenchmark.evaluateExpressionBenchmark","avgt",1,100,89.216527,1.076358,"us/op",,"every price in [ 80, 11, 90 ] satisfies price > 10",,,,,,,,,,
"org.drools.benchmarks.dmn.feel.functions.FEELCeilingFunctionBenchmark.evaluateCompiledButInterpretedExpression","avgt",1,100,0.361187,0.004079,"us/op",,"ceiling( 1.5 )",,,,,,,,,,
"org.drools.benchmarks.dmn.feel.functions.FEELCeilingFunctionBenchmark.evaluateCompiledButInterpretedExpression","avgt",1,100,0.356246,0.006520,"us/op",,"ceiling( -1.5 )",,,,,,,,,,
"org.drools.benchmarks.dmn.feel.functions.FEELCeilingFunctionBenchmark.evaluateCompiledJavaExpressionBenchmark","avgt",1,100,0.246055,0.002802,"us/op",,"ceiling( 1.5 )",,,,,,,,,,
"org.drools.benchmarks.dmn.feel.functions.FEELCeilingFunctionBenchmark.evaluateCompiledJavaExpressionBenchmark","avgt",1,100,0.253020,0.002999,"us/op",,"ceiling( -1.5 )",,,,,,,,,,
"org.drools.benchmarks.dmn.feel.functions.FEELCeilingFunctionBenchmark.evaluateExpressionBenchmark","avgt",1,100,42.902471,0.375443,"us/op",,"ceiling( 1.5 )",,,,,,,,,,
"org.drools.benchmarks.dmn.feel.functions.FEELCeilingFunctionBenchmark.evaluateExpressionBenchmark","avgt",1,100,43.844155,0.486781,"us/op",,"ceiling( -1.5 )",,,,,,,,,,
"org.drools.benchmarks.dmn.feel.functions.FEELCountFunctionBenchmark.evaluateCompiledButInterpretedExpression","avgt",1,100,0.628979,0.007764,"us/op",,"count( 1, 2, 3 )",,,,,,,,,,
"org.drools.benchmarks.dmn.feel.functions.FEELCountFunctionBenchmark.evaluateCompiledButInterpretedExpression","avgt",1,100,0.708698,0.009988,"us/op",,"count([ 1, 2, 3 ])",,,,,,,,,,
"org.drools.benchmarks.dmn.feel.functions.FEELCountFunctionBenchmark.evaluateCompiledJavaExpressionBenchmark","avgt",1,100,0.454112,0.008006,"us/op",,"count( 1, 2, 3 )",,,,,,,,,,
"org.drools.benchmarks.dmn.feel.functions.FEELCountFunctionBenchmark.evaluateCompiledJavaExpressionBenchmark","avgt",1,100,0.439730,0.008204,"us/op",,"count([ 1, 2, 3 ])",,,,,,,,,,
"org.drools.benchmarks.dmn.feel.functions.FEELCountFunctionBenchmark.evaluateExpressionBenchmark","avgt",1,100,47.003738,0.504913,"us/op",,"count( 1, 2, 3 )",,,,,,,,,,
"org.drools.benchmarks.dmn.feel.functions.FEELCountFunctionBenchmark.evaluateExpressionBenchmark","avgt",1,100,48.161552,0.623636,"us/op",,"count([ 1, 2, 3 ])",,,,,,,,,,
"org.drools.benchmarks.dmn.feel.functions.FEELDecimalFunctionBenchmark.evaluateCompiledButInterpretedExpression","avgt",1,100,0.404354,0.008738,"us/op",,"decimal( 1.5213132124, 2 )",,,,,,,,,,
"org.drools.benchmarks.dmn.feel.functions.FEELDecimalFunctionBenchmark.evaluateCompiledJavaExpressionBenchmark","avgt",1,100,0.269660,0.002455,"us/op",,"decimal( 1.5213132124, 2 )",,,,,,,,,,
"org.drools.benchmarks.dmn.feel.functions.FEELDecimalFunctionBenchmark.evaluateExpressionBenchmark","avgt",1,100,44.517131,0.564847,"us/op",,"decimal( 1.5213132124, 2 )",,,,,,,,,,
"org.drools.benchmarks.dmn.feel.functions.FEELFloorFunctionBenchmark.evaluateCompiledButInterpretedExpression","avgt",1,100,0.352067,0.005146,"us/op",,"floor( 1.5 )",,,,,,,,,,
"org.drools.benchmarks.dmn.feel.functions.FEELFloorFunctionBenchmark.evaluateCompiledButInterpretedExpression","avgt",1,100,0.352431,0.003182,"us/op",,"floor( -1.5 )",,,,,,,,,,
"org.drools.benchmarks.dmn.feel.functions.FEELFloorFunctionBenchmark.evaluateCompiledJavaExpressionBenchmark","avgt",1,100,0.234305,0.003331,"us/op",,"floor( 1.5 )",,,,,,,,,,
"org.drools.benchmarks.dmn.feel.functions.FEELFloorFunctionBenchmark.evaluateCompiledJavaExpressionBenchmark","avgt",1,100,0.259108,0.008173,"us/op",,"floor( -1.5 )",,,,,,,,,,
"org.drools.benchmarks.dmn.feel.functions.FEELFloorFunctionBenchmark.evaluateExpressionBenchmark","avgt",1,100,42.941330,0.384764,"us/op",,"floor( 1.5 )",,,,,,,,,,
"org.drools.benchmarks.dmn.feel.functions.FEELFloorFunctionBenchmark.evaluateExpressionBenchmark","avgt",1,100,43.981347,0.308173,"us/op",,"floor( -1.5 )",,,,,,,,,,
"org.drools.benchmarks.dmn.feel.functions.FEELMaxFunctionBenchmark.evaluateCompiledButInterpretedExpression","avgt",1,100,0.699237,0.006781,"us/op",,"max( ""a"", ""b"", ""c"" )",,,,,,,,,,
"org.drools.benchmarks.dmn.feel.functions.FEELMaxFunctionBenchmark.evaluateCompiledButInterpretedExpression","avgt",1,100,0.730046,0.009156,"us/op",,"max([ ""a"", ""b"", ""c"" ])",,,,,,,,,,
"org.drools.benchmarks.dmn.feel.functions.FEELMaxFunctionBenchmark.evaluateCompiledJavaExpressionBenchmark","avgt",1,100,0.474969,0.007540,"us/op",,"max( ""a"", ""b"", ""c"" )",,,,,,,,,,
"org.drools.benchmarks.dmn.feel.functions.FEELMaxFunctionBenchmark.evaluateCompiledJavaExpressionBenchmark","avgt",1,100,0.416210,0.005509,"us/op",,"max([ ""a"", ""b"", ""c"" ])",,,,,,,,,,
"org.drools.benchmarks.dmn.feel.functions.FEELMaxFunctionBenchmark.evaluateExpressionBenchmark","avgt",1,100,46.304102,0.574416,"us/op",,"max( ""a"", ""b"", ""c"" )",,,,,,,,,,
"org.drools.benchmarks.dmn.feel.functions.FEELMaxFunctionBenchmark.evaluateExpressionBenchmark","avgt",1,100,47.414664,0.431484,"us/op",,"max([ ""a"", ""b"", ""c"" ])",,,,,,,,,,
"org.drools.benchmarks.dmn.feel.functions.FEELMeanFunctionBenchmark.evaluateCompiledButInterpretedExpression","avgt",1,100,0.677882,0.010582,"us/op",,"list contains([1, 2, 3], 2)",,,,,,,,,,
"org.drools.benchmarks.dmn.feel.functions.FEELMeanFunctionBenchmark.evaluateCompiledButInterpretedExpression","avgt",1,100,0.725216,0.007509,"us/op",,"list contains([1, 2, 3], 5)",,,,,,,,,,
"org.drools.benchmarks.dmn.feel.functions.FEELMeanFunctionBenchmark.evaluateCompiledJavaExpressionBenchmark","avgt",1,100,0.450323,0.006135,"us/op",,"list contains([1, 2, 3], 2)",,,,,,,,,,
"org.drools.benchmarks.dmn.feel.functions.FEELMeanFunctionBenchmark.evaluateCompiledJavaExpressionBenchmark","avgt",1,100,0.505158,0.010009,"us/op",,"list contains([1, 2, 3], 5)",,,,,,,,,,
"org.drools.benchmarks.dmn.feel.functions.FEELMeanFunctionBenchmark.evaluateExpressionBenchmark","avgt",1,100,50.831757,0.680200,"us/op",,"list contains([1, 2, 3], 2)",,,,,,,,,,
"org.drools.benchmarks.dmn.feel.functions.FEELMeanFunctionBenchmark.evaluateExpressionBenchmark","avgt",1,100,51.202849,0.473177,"us/op",,"list contains([1, 2, 3], 5)",,,,,,,,,,
"org.drools.benchmarks.dmn.feel.functions.FEELMinFunctionBenchmark.evaluateCompiledButInterpretedExpression","avgt",1,100,0.685609,0.005975,"us/op",,"min( ""a"", ""b"", ""c"" )",,,,,,,,,,
"org.drools.benchmarks.dmn.feel.functions.FEELMinFunctionBenchmark.evaluateCompiledButInterpretedExpression","avgt",1,100,0.745899,0.012167,"us/op",,"min([ ""a"", ""b"", ""c"" ])",,,,,,,,,,
"org.drools.benchmarks.dmn.feel.functions.FEELMinFunctionBenchmark.evaluateCompiledJavaExpressionBenchmark","avgt",1,100,0.458227,0.006578,"us/op",,"min( ""a"", ""b"", ""c"" )",,,,,,,,,,
"org.drools.benchmarks.dmn.feel.functions.FEELMinFunctionBenchmark.evaluateCompiledJavaExpressionBenchmark","avgt",1,100,0.456420,0.031885,"us/op",,"min([ ""a"", ""b"", ""c"" ])",,,,,,,,,,
"org.drools.benchmarks.dmn.feel.functions.FEELMinFunctionBenchmark.evaluateExpressionBenchmark","avgt",1,100,46.666564,0.368063,"us/op",,"min( ""a"", ""b"", ""c"" )",,,,,,,,,,
"org.drools.benchmarks.dmn.feel.functions.FEELMinFunctionBenchmark.evaluateExpressionBenchmark","avgt",1,100,47.989110,0.548160,"us/op",,"min([ ""a"", ""b"", ""c"" ])",,,,,,,,,,
"org.drools.benchmarks.dmn.feel.functions.FEELNumberFunctionBenchmark.evaluateCompiledButInterpretedExpression","avgt",1,100,1.080432,0.013911,"us/op",,"number(""1,000.05"", "","", ""."")",,,,,,,,,,
"org.drools.benchmarks.dmn.feel.functions.FEELNumberFunctionBenchmark.evaluateCompiledJavaExpressionBenchmark","avgt",1,100,0.892713,0.012994,"us/op",,"number(""1,000.05"", "","", ""."")",,,,,,,,,,
"org.drools.benchmarks.dmn.feel.functions.FEELNumberFunctionBenchmark.evaluateExpressionBenchmark","avgt",1,100,45.738879,0.397012,"us/op",,"number(""1,000.05"", "","", ""."")",,,,,,,,,,
"org.drools.benchmarks.dmn.feel.functions.FEELSumFunctionBenchmark.evaluateCompiledButInterpretedExpression","avgt",1,100,0.834544,0.014295,"us/op",,"sum( 1, 2, 3 )",,,,,,,,,,
"org.drools.benchmarks.dmn.feel.functions.FEELSumFunctionBenchmark.evaluateCompiledButInterpretedExpression","avgt",1,100,0.920717,0.013803,"us/op",,"sum([ 1, 2, 3 ])",,,,,,,,,,
"org.drools.benchmarks.dmn.feel.functions.FEELSumFunctionBenchmark.evaluateCompiledJavaExpressionBenchmark","avgt",1,100,0.627394,0.020254,"us/op",,"sum( 1, 2, 3 )",,,,,,,,,,
"org.drools.benchmarks.dmn.feel.functions.FEELSumFunctionBenchmark.evaluateCompiledJavaExpressionBenchmark","avgt",1,100,0.598831,0.010648,"us/op",,"sum([ 1, 2, 3 ])",,,,,,,,,,
"org.drools.benchmarks.dmn.feel.functions.FEELSumFunctionBenchmark.evaluateExpressionBenchmark","avgt",1,100,47.059528,0.480731,"us/op",,"sum( 1, 2, 3 )",,,,,,,,,,
"org.drools.benchmarks.dmn.feel.functions.FEELSumFunctionBenchmark.evaluateExpressionBenchmark","avgt",1,100,49.448939,0.439482,"us/op",,"sum([ 1, 2, 3 ])",,,,,,,,,,
"org.drools.benchmarks.dmn.feel.functions.extended.FEELModuloFunctionBenchmark.evaluateCompiledButInterpretedExpression","avgt",1,100,0.625875,0.005951,"us/op",,"modulo( 4, 3 )",,,,,,,,,,
"org.drools.benchmarks.dmn.feel.functions.extended.FEELModuloFunctionBenchmark.evaluateCompiledJavaExpressionBenchmark","avgt",1,100,0.485998,0.005537,"us/op",,"modulo( 4, 3 )",,,,,,,,,,
"org.drools.benchmarks.dmn.feel.functions.extended.FEELModuloFunctionBenchmark.evaluateExpressionBenchmark","avgt",1,100,45.563926,0.462329,"us/op",,"modulo( 4, 3 )",,,,,,,,,,
"org.drools.benchmarks.dmn.feel.functions.extended.FEELNowFunctionBenchmark.evaluateCompiledButInterpretedExpression","avgt",1,100,0.217411,0.005774,"us/op",,now(),,,,,,,,,,
"org.drools.benchmarks.dmn.feel.functions.extended.FEELNowFunctionBenchmark.evaluateCompiledJavaExpressionBenchmark","avgt",1,100,0.068662,0.001838,"us/op",,now(),,,,,,,,,,
"org.drools.benchmarks.dmn.feel.functions.extended.FEELNowFunctionBenchmark.evaluateExpressionBenchmark","avgt",1,100,41.590406,1.015861,"us/op",,now(),,,,,,,,,,
"org.drools.benchmarks.dmn.feel.functions.extended.FEELSplitFunctionBenchmark.evaluateCompiledButInterpretedExpression","avgt",1,100,0.842375,0.012888,"us/op",,"split( ""foo;bar|baz"", ""[;|]"" )",,,,,,,,,,
"org.drools.benchmarks.dmn.feel.functions.extended.FEELSplitFunctionBenchmark.evaluateCompiledJavaExpressionBenchmark","avgt",1,100,0.691617,0.005189,"us/op",,"split( ""foo;bar|baz"", ""[;|]"" )",,,,,,,,,,
"org.drools.benchmarks.dmn.feel.functions.extended.FEELSplitFunctionBenchmark.evaluateExpressionBenchmark","avgt",1,100,46.140592,0.471584,"us/op",,"split( ""foo;bar|baz"", ""[;|]"" )",,,,,,,,,,
"org.drools.benchmarks.dmn.feel.functions.extended.FEELTodayFunctionBenchmark.evaluateCompiledButInterpretedExpression","avgt",1,100,0.217532,0.002285,"us/op",,today(),,,,,,,,,,
"org.drools.benchmarks.dmn.feel.functions.extended.FEELTodayFunctionBenchmark.evaluateCompiledJavaExpressionBenchmark","avgt",1,100,0.066590,0.001631,"us/op",,today(),,,,,,,,,,
"org.drools.benchmarks.dmn.feel.functions.extended.FEELTodayFunctionBenchmark.evaluateExpressionBenchmark","avgt",1,100,39.813647,0.281974,"us/op",,today(),,,,,,,,,,
"org.drools.benchmarks.dmn.feel.functions.list.FEELAppendFunctionBenchmark.evaluateCompiledButInterpretedExpression","avgt",1,100,0.966794,0.010324,"us/op",,"append( [1, 2], 3, 4 )",,,,,,,,,,
"org.drools.benchmarks.dmn.feel.functions.list.FEELAppendFunctionBenchmark.evaluateCompiledJavaExpressionBenchmark","avgt",1,100,0.673417,0.006581,"us/op",,"append( [1, 2], 3, 4 )",,,,,,,,,,
"org.drools.benchmarks.dmn.feel.functions.list.FEELAppendFunctionBenchmark.evaluateExpressionBenchmark","avgt",1,100,50.489514,0.427272,"us/op",,"append( [1, 2], 3, 4 )",,,,,,,,,,
"org.drools.benchmarks.dmn.feel.functions.list.FEELConcatenateFunctionBenchmark.evaluateCompiledButInterpretedExpression","avgt",1,100,0.736082,0.007344,"us/op",,"concatenate( [1, 2], 3, [4] )",,,,,,,,,,
"org.drools.benchmarks.dmn.feel.functions.list.FEELConcatenateFunctionBenchmark.evaluateCompiledJavaExpressionBenchmark","avgt",1,100,0.418142,0.004062,"us/op",,"concatenate( [1, 2], 3, [4] )",,,,,,,,,,
"org.drools.benchmarks.dmn.feel.functions.list.FEELConcatenateFunctionBenchmark.evaluateExpressionBenchmark","avgt",1,100,51.411983,0.532982,"us/op",,"concatenate( [1, 2], 3, [4] )",,,,,,,,,,
"org.drools.benchmarks.dmn.feel.functions.list.FEELDistinctValuesFunctionBenchmark.evaluateCompiledButInterpretedExpression","avgt",1,100,0.585850,0.007000,"us/op",,"distinct values( [1, 2, 3, 2, 4] )",,,,,,,,,,
"org.drools.benchmarks.dmn.feel.functions.list.FEELDistinctValuesFunctionBenchmark.evaluateCompiledJavaExpressionBenchmark","avgt",1,100,0.355228,0.005417,"us/op",,"distinct values( [1, 2, 3, 2, 4] )",,,,,,,,,,
"org.drools.benchmarks.dmn.feel.functions.list.FEELDistinctValuesFunctionBenchmark.evaluateExpressionBenchmark","avgt",1,100,52.731235,0.529610,"us/op",,"distinct values( [1, 2, 3, 2, 4] )",,,,,,,,,,
"org.drools.benchmarks.dmn.feel.functions.list.FEELIndexOfFunctionBenchmark.evaluateCompiledButInterpretedExpression","avgt",1,100,0.591107,0.006940,"us/op",,"index of( [1, 2, 3, 2], 2 )",,,,,,,,,,
"org.drools.benchmarks.dmn.feel.functions.list.FEELIndexOfFunctionBenchmark.evaluateCompiledButInterpretedExpression","avgt",1,100,0.589767,0.008716,"us/op",,"index of( [1, 2, null, null], null )",,,,,,,,,,
"org.drools.benchmarks.dmn.feel.functions.list.FEELIndexOfFunctionBenchmark.evaluateCompiledJavaExpressionBenchmark","avgt",1,100,0.339793,0.008904,"us/op",,"index of( [1, 2, 3, 2], 2 )",,,,,,,,,,
"org.drools.benchmarks.dmn.feel.functions.list.FEELIndexOfFunctionBenchmark.evaluateCompiledJavaExpressionBenchmark","avgt",1,100,0.317015,0.004846,"us/op",,"index of( [1, 2, null, null], null )",,,,,,,,,,
"org.drools.benchmarks.dmn.feel.functions.list.FEELIndexOfFunctionBenchmark.evaluateExpressionBenchmark","avgt",1,100,52.250553,0.644553,"us/op",,"index of( [1, 2, 3, 2], 2 )",,,,,,,,,,
"org.drools.benchmarks.dmn.feel.functions.list.FEELIndexOfFunctionBenchmark.evaluateExpressionBenchmark","avgt",1,100,52.035902,0.581831,"us/op",,"index of( [1, 2, null, null], null )",,,,,,,,,,
"org.drools.benchmarks.dmn.feel.functions.list.FEELInsertBeforeFunctionBenchmark.evaluateCompiledButInterpretedExpression","avgt",1,100,0.601884,0.007596,"us/op",,"insert before( [1, 2, 3], 3, 4 )",,,,,,,,,,
"org.drools.benchmarks.dmn.feel.functions.list.FEELInsertBeforeFunctionBenchmark.evaluateCompiledButInterpretedExpression","avgt",1,100,0.659154,0.006685,"us/op",,"insert before( [1, 2, 3], -3, 4 )",,,,,,,,,,
