"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: alphalength","Param: expression","Param: numberOfDecisionTableRules","Param: numberOfDecisions","Param: numberOfDecisionsWithBKM","Param: numberOfDecisionsWithContext","Param: numberOfElements","Param: param","Param: resourceName","Param: sparseness","Param: useAlphaNetworkCompiled","Param: useExecModelCompiler"
"org.drools.benchmarks.dmn.feel.datetime.FEELDurationUnitSelectionBenchmark.evaluateCompiledButInterpretedExpression","avgt",1,100,0.098804,0.001013,"us/op",,"duration( ""P2DT20H14M5S"" ).hours",,,,,,,,,,
"org.drools.benchmarks.dmn.feel.datetime.FEELDurationUnitSelectionBenchmark.evaluateCompiledButInterpretedExpression","avgt",1,100,0.107416,0.001874,"us/op",,"duration( ""P2DT20H14M5S"" ).minutes",,,,,,,,,,
"org.drools.benchmarks.dmn.feel.datetime.FEELDurationUnitSelectionBenchmark.evaluateCompiledButInterpretedExpression","avgt",1,100,0.107520,0.002295,"us/op",,"duration( ""P2DT20H14M5S"" ).seconds",,,,,,,,,,
"org.drools.benchmarks.dmn.feel.datetime.FEELDurationUnitSelectionBenchmark.evaluateCompiledButInterpretedExpression","avgt",1,100,0.573621,0.006080,"us/op",,"years and months duration( date(""2011-12-22""), date(""2013-08-24"") ).years",,,,,,,,,,
"org.drools.benchmarks.dmn.feel.datetime.FEELDurationUnitSelectionBenchmark.evaluateCompiledButInterpretedExpression","avgt",1,100,0.587150,0.006831,"us/op",,"years and months duration( date(""2011-12-22""), date(""2013-08-24"") ).months",,,,,,,,,,
"org.drools.benchmarks.dmn.feel.datetime.FEELDurationUnitSelectionBenchmark.evaluateCompiledJavaExpressionBenchmark","avgt",1,100,0.085486,0.000658,"us/op",,"duration( ""P2DT20H14M5S"" ).days",,,,,,,,,,
"org.drools.benchmarks.dmn.feel.datetime.FEELDurationUnitSelectionBenchmark.evaluateCompiledJavaExpressionBenchmark","avgt",1,100,0.093651,0.000866,"us/op",,"duration( ""P2DT20H14M5S"" ).hours",,,,,,,,,,
"org.drools.benchmarks.dmn.feel.datetime.FEELDurationUnitSelectionBenchmark.evaluateCompiledJavaExpressionBenchmark","avgt",1,100,0.088545,0.001577,"us/op",,"duration( ""P2DT20H14M5S"" ).minutes",,,,,,,,,,
"org.drools.benchmarks.dmn.feel.datetime.FEELDurationUnitSelectionBenchmark.evaluateCompiledJavaExpressionBenchmark","avgt",1,100,0.092978,0.000928,"us/op",,"duration( ""P2DT20H14M5S"" ).seconds",,,,,,,,,,
"org.drools.benchmarks.dmn.feel.datetime.FEELDurationUnitSelectionBenchmark.evaluateCompiledJavaExpressionBenchmark","avgt",1,100,0.497209,0.016656,"us/op",,"years and months duration( date(""2011-12-22""), date(""2013-08-24"") ).years",,,,,,,,,,
"org.drools.benchmarks.dmn.feel.datetime.FEELDurationUnitSelectionBenchmark.evaluateCompiledJavaExpressionBenchmark","avgt",1,100,0.468226,0.005606,"us/op",,"years and months duration( date(""2011-12-22""), date(""2013-08-24"") ).months",,,,,,,,,,
"org.drools.benchmarks.dmn.feel.datetime.FEELDurationUnitSelectionBenchmark.evaluateExpressionBenchmark","avgt",1,100,48.958026,0.464757,"us/op",,"duration( ""P2DT20H14M5S"" ).days",,,,,,,,,,
"org.drools.benchmarks.dmn.feel.datetime.FEELDurationUnitSelectionBenchmark.evaluateExpressionBenchmark","avgt",1,100,50.954428,0.434724,"us/op",,"duration( ""P2DT20H14M5S"" ).hours",,,,,,,,,,
"org.drools.benchmarks.dmn.feel.datetime.FEELDurationUnitSelectionBenchmark.evaluateExpressionBenchmark","avgt",1,100,50.273389,0.764032,"us/op",,"duration( ""P2DT20H14M5S"" ).minutes",,,,,,,,,,
"org.drools.benchmarks.dmn.feel.datetime.FEELDurationUnitSelectionBenchmark.evaluateExpressionBenchmark","avgt",1,100,49.295416,0.453738,"us/op",,"duration( ""P2DT20H14M5S"" ).seconds",,,,,,,,,,
"org.drools.benchmarks.dmn.feel.datetime.FEELDurationUnitSelectionBenchmark.evaluateExpressionBenchmark","avgt",1,100,280.315693,3.167290,"us/op",,"years and months duration( date(""2011-12-22""), date(""2013-08-24"") ).years",,,,,,,,,,
"org.drools.benchmarks.dmn.feel.datetime.FEELDurationUnitSelectionBenchmark.evaluateExpressionBenchmark","avgt",1,100,273.298326,1.847538,"us/op",,"years and months duration( date(""2011-12-22""), date(""2013-08-24"") ).months",,,,,,,,,,
"org.drools.benchmarks.dmn.feel.datetime.FEELTimeBenchmark.evaluateCompiledButInterpretedExpression","avgt",1,100,0.054550,0.001140,"us/op",,"time(""14:52:25"")",,,,,,,,,,
"org.drools.benchmarks.dmn.feel.datetime.FEELTimeBenchmark.evaluateCompiledButInterpretedExpression","avgt",1,100,1.021747,0.007829,"us/op",,"time( 14, 52, 25, duration(""PT5H""))",,,,,,,,,,
"org.drools.benchmarks.dmn.feel.datetime.FEELTimeBenchmark.evaluateCompiledButInterpretedExpression","avgt",1,100,0.943575,0.017543,"us/op",,"time( date and time(""2016-07-29T14:52:25-05:00"") )",,,,,,,,,,
"org.drools.benchmarks.dmn.feel.datetime.FEELTimeBenchmark.evaluateCompiledJavaExpressionBenchmark","avgt",1,100,0.052529,0.001648,"us/op",,"time(""14:52:25"")",,,,,,,,,,
"org.drools.benchmarks.dmn.feel.datetime.FEELTimeBenchmark.evaluateCompiledJavaExpressionBenchmark","avgt",1,100,0.817639,0.007759,"us/op",,"time( 14, 52, 25, duration(""PT5H""))",,,,,,,,,,
"org.drools.benchmarks.dmn.feel.datetime.FEELTimeBenchmark.evaluateCompiledJavaExpressionBenchmark","avgt",1,100,0.692177,0.011101,"us/op",,"time( date and time(""2016-07-29T14:52:25-05:00"") )",,,,,,,,,,
"org.drools.benchmarks.dmn.feel.datetime.FEELTimeBenchmark.evaluateExpressionBenchmark","avgt",1,100,44.955589,0.464825,"us/op",,"time(""14:52:25"")",,,,,,,,,,
"org.drools.benchmarks.dmn.feel.datetime.FEELTimeBenchmark.evaluateExpressionBenchmark","avgt",1,100,59.876750,0.696900,"us/op",,"time( 14, 52, 25, duration(""PT5H""))",,,,,,,,,,
"org.drools.benchmarks.dmn.feel.datetime.FEELTimeBenchmark.evaluateExpressionBenchmark","avgt",1,100,140.326025,1.529372,"us/op",,"time( date and time(""2016-07-29T14:52:25-05:00"") )",,,,,,,,,,
"org.drools.benchmarks.dmn.feel.datetime.FEELTimeUnitSelectionBenchmark.evaluateCompiledButInterpretedExpression","avgt",1,100,0.101930,0.001661,"us/op",,"time(""13:20:00-05:00"").hour",,,,,,,,,,
"org.drools.benchmarks.dmn.feel.datetime.FEELTimeUnitSelectionBenchmark.evaluateCompiledButInterpretedExpression","avgt",1,100,0.102189,0.001929,"us/op",,"time(""13:20:00-05:00"").minute",,,,,,,,,,
"org.drools.benchmarks.dmn.feel.datetime.FEELTimeUnitSelectionBenchmark.evaluateCompiledButInterpretedExpression","avgt",1,100,0.107391,0.002924,"us/op",,"time(""13:20:00-05:00"").second",,,,,,,,,,
"org.drools.benchmarks.dmn.feel.datetime.FEELTimeUnitSelectionBenchmark.evaluateCompiledButInterpretedExpression","avgt",1,100,0.105889,0.002512,"us/op",,"time(""13:20:00-05:00"").time offset",,,,,,,,,,
"org.drools.benchmarks.dmn.feel.datetime.FEELTimeUnitSelectionBenchmark.evaluateCompiledJavaExpressionBenchmark","avgt",1,100,0.094304,0.002649,"us/op",,"time(""13:20:00-05:00"").hour",,,,,,,,,,
"org.drools.benchmarks.dmn.feel.datetime.FEELTimeUnitSelectionBenchmark.evaluateCompiledJavaExpressionBenchmark","avgt",1,100,0.092745,0.001011,"us/op",,"time(""13:20:00-05:00"").minute",,,,,,,,,,
"org.drools.benchmarks.dmn.feel.datetime.FEELTimeUnitSelectionBenchmark.evaluateCompiledJavaExpressionBenchmark","avgt",1,100,0.094001,0.001687,"us/op",,"time(""13:20:00-05:00"").second",,,,,,,,,,
"org.drools.benchmarks.dmn.feel.datetime.FEELTimeUnitSelectionBenchmark.evaluateCompiledJavaExpressionBenchmark","avgt",1,100,0.095286,0.002831,"us/op",,"time(""13:20:00-05:00"").time offset",,,,,,,,,,
"org.drools.benchmarks.dmn.feel.datetime.FEELTimeUnitSelectionBenchmark.evaluateExpressionBenchmark","avgt",1,100,50.104552,0.406295,"us/op",,"time(""13:20:00-05:00"").hour",,,,,,,,,,
"org.drools.benchmarks.dmn.feel.datetime.FEELTimeUnitSelectionBenchmark.evaluateExpressionBenchmark","avgt",1,100,51.607064,0.589589,"us/op",,"time(""13:20:00-05:00"").minute",,,,,,,,,,
"org.drools.benchmarks.dmn.feel.datetime.FEELTimeUnitSelectionBenchmark.evaluateExpressionBenchmark","avgt",1,100,50.205863,0.374130,"us/op",,"time(""13:20:00-05:00"").second",,,,,,,,,,
"org.drools.benchmarks.dmn.feel.datetime.FEELTimeUnitSelectionBenchmark.evaluateExpressionBenchmark","avgt",1,100,58.863258,0.526616,"us/op",,"time(""13:20:00-05:00"").time offset",,,,,,,,,,
"org.drools.benchmarks.dmn.feel.expressions.FEELPathExpressionBenchmark.evaluateCompiledButInterpretedExpression","avgt",1,100,0.561845,0.010919,"us/op",,"{ full name: { first name: ""John"", last name: ""Doe"" } }.full name.last name",,,,,,,,,,
"org.drools.benchmarks.dmn.feel.expressions.FEELPathExpressionBenchmark.evaluateCompiledJavaExpressionBenchmark","avgt",1,100,0.280724,0.004339,"us/op",,"{ full name: { first name: ""John"", last name: ""Doe"" } }.full name.last name",,,,,,,,,,
"org.drools.benchmarks.dmn.feel.expressions.FEELPathExpressionBenchmark.evaluateExpressionBenchmark","avgt",1,100,188.436569,1.472578,"us/op",,"{ full name: { first name: ""John"", last name: ""Doe"" } }.full name.last name",,,,,,,,,,
"org.drools.benchmarks.dmn.feel.expressions.FEELQuantifiedExpressionBenchmark.evaluateCompiledButInterpretedExpression","avgt",1,100,0.470755,0.003506,"us/op",,"some price in [ 80, 11, 110 ] satisfies price > 100",,,,,,,,,,
"org.drools.benchmarks.dmn.feel.expressions.FEELQuantifiedExpressionBenchmark.evaluateCompiledButInterpretedExpression","avgt",1,100,0.475674,0.006009,"us/op",,"every price in [ 80, 11, 90 ] satisfies price > 10",,,,,,,,,,
"org.drools.benchmarks.dmn.feel.expressions.FEELQuantifiedExpressionBenchmark.evaluateCompiledJavaExpressionBenchmark","avgt",1,100,0.269386,0.001924,"us/op",,"some price in [ 80, 11, 110 ] satisfies price > 100",,,,,,,,,,
"org.drools.benchmarks.dmn.feel.expressions.FEELQuantifiedExpressionBenchmark.evaluateCompiledJavaExpressionBenchmark","avgt",1,100,0.283309,0.003730,"us/op",,"every price in [ 80, 11, 90 ] satisfies price > 10",,,,,,,,,,
"org.drools.benchmarks.dmn.feel.expressions.FEELQuantifiedExpressionBenchmark.evaluateExpressionBenchmark","avgt",1,100,88.544946,0.527773,"us/op",,"some price in [ 80, 11, 110 ] satisfies price > 100",,,,,,,,,,
"org.drools.benchmarks.dmn.feel.expressions.FEELQuantifiedExpressionBenchmark.evaluateExpressionBenchmark","avgt",1,100,89.463616,0.837616,"us/op",,"every price in [ 80, 11, 90 ] satisfies price > 10",,,,,,,,,,
"org.drools.benchmarks.dmn.feel.functions.FEELCeilingFunctionBenchmark.evaluateCompiledButInterpretedExpression","avgt",1,100,0.349309,0.003386,"us/op",,"ceiling( 1.5 )",,,,,,,,,,
"org.drools.benchmarks.dmn.feel.functions.FEELCeilingFunctionBenchmark.evaluateCompiledButInterpretedExpression","avgt",1,100,0.354258,0.003449,"us/op",,"ceiling( -1.5 )",,,,,,,,,,
"org.drools.benchmarks.dmn.feel.functions.FEELCeilingFunctionBenchmark.evaluateCompiledJavaExpressionBenchmark","avgt",1,100,0.237143,0.003044,"us/op",,"ceiling( 1.5 )",,,,,,,,,,
"org.drools.benchmarks.dmn.feel.functions.FEELCeilingFunctionBenchmark.evaluateCompiledJavaExpressionBenchmark","avgt",1,100,0.251204,0.002617,"us/op",,"ceiling( -1.5 )",,,,,,,,,,
"org.drools.benchmarks.dmn.feel.functions.FEELCeilingFunctionBenchmark.evaluateExpressionBenchmark","avgt",1,100,43.084704,0.513330,"us/op",,"ceiling( 1.5 )",,,,,,,,,,
"org.drools.benchmarks.dmn.feel.functions.FEELCeilingFunctionBenchmark.evaluateExpressionBenchmark","avgt",1,100,43.385379,0.551091,"us/op",,"ceiling( -1.5 )",,,,,,,,,,
"org.drools.benchmarks.dmn.feel.functions.FEELCountFunctionBenchmark.evaluateCompiledButInterpretedExpression","avgt",1,100,0.651896,0.011104,"us/op",,"count( 1, 2, 3 )",,,,,,,,,,
"org.drools.benchmarks.dmn.feel.functions.FEELCountFunctionBenchmark.evaluateCompiledButInterpretedExpression","avgt",1,100,0.705982,0.012641,"us/op",,"count([ 1, 2, 3 ])",,,,,,,,,,
"org.drools.benchmarks.dmn.feel.functions.FEELCountFunctionBenchmark.evaluateCompiledJavaExpressionBenchmark","avgt",1,100,0.459755,0.011909,"us/op",,"count( 1, 2, 3 )",,,,,,,,,,
"org.drools.benchmarks.dmn.feel.functions.FEELCountFunctionBenchmark.evaluateCompiledJavaExpressionBenchmark","avgt",1,100,0.407553,0.007354,"us/op",,"count([ 1, 2, 3 ])",,,,,,,,,,
"org.drools.benchmarks.dmn.feel.functions.FEELCountFunctionBenchmark.evaluateExpressionBenchmark","avgt",1,100,46.357462,0.834286,"us/op",,"count( 1, 2, 3 )",,,,,,,,,,
"org.drools.benchmarks.dmn.feel.functions.FEELCountFunctionBenchmark.evaluateExpressionBenchmark","avgt",1,100,48.849086,0.599753,"us/op",,"count([ 1, 2, 3 ])",,,,,,,,,,
"org.drools.benchmarks.dmn.feel.functions.FEELDecimalFunctionBenchmark.evaluateCompiledButInterpretedExpression","avgt",1,100,0.385559,0.006578,"us/op",,"decimal( 1.5213132124, 2 )",,,,,,,,,,
"org.drools.benchmarks.dmn.feel.functions.FEELDecimalFunctionBenchmark.evaluateCompiledJavaExpressionBenchmark","avgt",1,100,0.272160,0.001733,"us/op",,"decimal( 1.5213132124, 2 )",,,,,,,,,,
"org.drools.benchmarks.dmn.feel.functions.FEELDecimalFunctionBenchmark.evaluateExpressionBenchmark","avgt",1,100,44.622484,0.563832,"us/op",,"decimal( 1.5213132124, 2 )",,,,,,,,,,
"org.drools.benchmarks.dmn.feel.functions.FEELFloorFunctionBenchmark.evaluateCompiledButInterpretedExpression","avgt",1,100,0.338998,0.003561,"us/op",,"floor( 1.5 )",,,,,,,,,,
"org.drools.benchmarks.dmn.feel.functions.FEELFloorFunctionBenchmark.evaluateCompiledButInterpretedExpression","avgt",1,100,0.339419,0.003214,"us/op",,"floor( -1.5 )",,,,,,,,,,
"org.drools.benchmarks.dmn.feel.functions.FEELFloorFunctionBenchmark.evaluateCompiledJavaExpressionBenchmark","avgt",1,100,0.236390,0.004679,"us/op",,"floor( 1.5 )",,,,,,,,,,
"org.drools.benchmarks.dmn.feel.functions.FEELFloorFunctionBenchmark.evaluateCompiledJavaExpressionBenchmark","avgt",1,100,0.239577,0.002025,"us/op",,"floor( -1.5 )",,,,,,,,,,
"org.drools.benchmarks.dmn.feel.functions.FEELFloorFunctionBenchmark.evaluateExpressionBenchmark","avgt",1,100,43.174186,0.537733,"us/op",,"floor( 1.5 )",,,,,,,,,,
"org.drools.benchmarks.dmn.feel.functions.FEELFloorFunctionBenchmark.evaluateExpressionBenchmark","avgt",1,100,43.125183,0.254674,"us/op",,"floor( -1.5 )",,,,,,,,,,
"org.drools.benchmarks.dmn.feel.functions.FEELMaxFunctionBenchmark.evaluateCompiledButInterpretedExpression","avgt",1,100,0.631298,0.009325,"us/op",,"max( ""a"", ""b"", ""c"" )",,,,,,,,,,
"org.drools.benchmarks.dmn.feel.functions.FEELMaxFunctionBenchmark.evaluateCompiledButInterpretedExpression","avgt",1,100,0.707528,0.016159,"us/op",,"max([ ""a"", ""b"", ""c"" ])",,,,,,,,,,
"org.drools.benchmarks.dmn.feel.functions.FEELMaxFunctionBenchmark.evaluateCompiledJavaExpressionBenchmark","avgt",1,100,0.451385,0.006133,"us/op",,"max( ""a"", ""b"", ""c"" )",,,,,,,,,,
"org.drools.benchmarks.dmn.feel.functions.FEELMaxFunctionBenchmark.evaluateCompiledJavaExpressionBenchmark","avgt",1,100,0.401916,0.004906,"us/op",,"max([ ""a"", ""b"", ""c"" ])",,,,,,,,,,
"org.drools.benchmarks.dmn.feel.functions.FEELMaxFunctionBenchmark.evaluateExpressionBenchmark","avgt",1,100,46.400750,0.500932,"us/op",,"max( ""a"", ""b"", ""c"" )",,,,,,,,,,
"org.drools.benchmarks.dmn.feel.functions.FEELMaxFunctionBenchmark.evaluateExpressionBenchmark","avgt",1,100,48.807559,1.066861,"us/op",,"max([ ""a"", ""b"", ""c"" ])",,,,,,,,,,
"org.drools.benchmarks.dmn.feel.functions.FEELMeanFunctionBenchmark.evaluateCompiledButInterpretedExpression","avgt",1,100,0.687821,0.010007,"us/op",,"list contains([1, 2, 3], 2)",,,,,,,,,,
"org.drools.benchmarks.dmn.feel.functions.FEELMeanFunctionBenchmark.evaluateCompiledButInterpretedExpression","avgt",1,100,0.755396,0.010156,"us/op",,"list contains([1, 2, 3], 5)",,,,,,,,,,
"org.drools.benchmarks.dmn.feel.functions.FEELMeanFunctionBenchmark.evaluateCompiledJavaExpressionBenchmark","avgt",1,100,0.452075,0.009154,"us/op",,"list contains([1, 2, 3], 2)",,,,,,,,,,
"org.drools.benchmarks.dmn.feel.functions.FEELMeanFunctionBenchmark.evaluateCompiledJavaExpressionBenchmark","avgt",1,100,0.497868,0.004970,"us/op",,"list contains([1, 2, 3], 5)",,,,,,,,,,
"org.drools.benchmarks.dmn.feel.functions.FEELMeanFunctionBenchmark.evaluateExpressionBenchmark","avgt",1,100,50.359225,0.609878,"us/op",,"list contains([1, 2, 3], 2)",,,,,,,,,,
"org.drools.benchmarks.dmn.feel.functions.FEELMeanFunctionBenchmark.evaluateExpressionBenchmark","avgt",1,100,50.739180,0.616221,"us/op",,"list contains([1, 2, 3], 5)",,,,,,,,,,
"org.drools.benchmarks.dmn.feel.functions.FEELMinFunctionBenchmark.evaluateCompiledButInterpretedExpression","avgt",1,100,0.621658,0.012342,"us/op",,"min( ""a"", ""b"", ""c"" )",,,,,,,,,,
"org.drools.benchmarks.dmn.feel.functions.FEELMinFunctionBenchmark.evaluateCompiledButInterpretedExpression","avgt",1,100,0.695330,0.007507,"us/op",,"min([ ""a"", ""b"", ""c"" ])",,,,,,,,,,
"org.drools.benchmarks.dmn.feel.functions.FEELMinFunctionBenchmark.evaluateCompiledJavaExpressionBenchmark","avgt",1,100,0.478827,0.012693,"us/op",,"min( ""a"", ""b"", ""c"" )",,,,,,,,,,
"org.drools.benchmarks.dmn.feel.functions.FEELMinFunctionBenchmark.evaluateCompiledJavaExpressionBenchmark","avgt",1,100,0.411036,0.002438,"us/op",,"min([ ""a"", ""b"", ""c"" ])",,,,,,,,,,
"org.drools.benchmarks.dmn.feel.functions.FEELMinFunctionBenchmark.evaluateExpressionBenchmark","avgt",1,100,46.073549,0.485832,"us/op",,"min( ""a"", ""b"", ""c"" )",,,,,,,,,,
"org.drools.benchmarks.dmn.feel.functions.FEELMinFunctionBenchmark.evaluateExpressionBenchmark","avgt",1,100,47.367421,0.427580,"us/op",,"min([ ""a"", ""b"", ""c"" ])",,,,,,,,,,
"org.drools.benchmarks.dmn.feel.functions.FEELNumberFunctionBenchmark.evaluateCompiledButInterpretedExpression","avgt",1,100,0.986516,0.010920,"us/op",,"number(""1,000.05"", "","", ""."")",,,,,,,,,,
"org.drools.benchmarks.dmn.feel.functions.FEELNumberFunctionBenchmark.evaluateCompiledJavaExpressionBenchmark","avgt",1,100,0.874132,0.012470,"us/op",,"number(""1,000.05"", "","", ""."")",,,,,,,,,,
"org.drools.benchmarks.dmn.feel.functions.FEELNumberFunctionBenchmark.evaluateExpressionBenchmark","avgt",1,100,46.892490,0.476351,"us/op",,"number(""1,000.05"", "","", ""."")",,,,,,,,,,
"org.drools.benchmarks.dmn.feel.functions.FEELSumFunctionBenchmark.evaluateCompiledButInterpretedExpression","avgt",1,100,0.821016,0.009117,"us/op",,"sum( 1, 2, 3 )",,,,,,,,,,
"org.drools.benchmarks.dmn.feel.functions.FEELSumFunctionBenchmark.evaluateCompiledButInterpretedExpression","avgt",1,100,0.941783,0.010624,"us/op",,"sum([ 1, 2, 3 ])",,,,,,,,,,
"org.drools.benchmarks.dmn.feel.functions.FEELSumFunctionBenchmark.evaluateCompiledJavaExpressionBenchmark","avgt",1,100,0.623091,0.009250,"us/op",,"sum( 1, 2, 3 )",,,,,,,,,,
"org.drools.benchmarks.dmn.feel.functions.FEELSumFunctionBenchmark.evaluateCompiledJavaExpressionBenchmark","avgt",1,100,0.585927,0.012171,"us/op",,"sum([ 1, 2, 3 ])",,,,,,,,,,
"org.drools.benchmarks.dmn.feel.functions.FEELSumFunctionBenchmark.evaluateExpressionBenchmark","avgt",1,100,48.161596,0.309911,"us/op",,"sum( 1, 2, 3 )",,,,,,,,,,
"org.drools.benchmarks.dmn.feel.functions.FEELSumFunctionBenchmark.evaluateExpressionBenchmark","avgt",1,100,48.485076,0.494385,"us/op",,"sum([ 1, 2, 3 ])",,,,,,,,,,
"org.drools.benchmarks.dmn.feel.functions.extended.FEELModuloFunctionBenchmark.evaluateCompiledButInterpretedExpression","avgt",1,100,0.631764,0.010289,"us/op",,"modulo( 4, 3 )",,,,,,,,,,
"org.drools.benchmarks.dmn.feel.functions.extended.FEELModuloFunctionBenchmark.evaluateCompiledJavaExpressionBenchmark","avgt",1,100,0.485416,0.008139,"us/op",,"modulo( 4, 3 )",,,,,,,,,,
"org.drools.benchmarks.dmn.feel.functions.extended.FEELModuloFunctionBenchmark.evaluateExpressionBenchmark","avgt",1,100,45.610677,0.629850,"us/op",,"modulo( 4, 3 )",,,,,,,,,,
"org.drools.benchmarks.dmn.feel.functions.extended.FEELNowFunctionBenchmark.evaluateCompiledButInterpretedExpression","avgt",1,100,0.216566,0.004031,"us/op",,now(),,,,,,,,,,
"org.drools.benchmarks.dmn.feel.functions.extended.FEELNowFunctionBenchmark.evaluateCompiledJavaExpressionBenchmark","avgt",1,100,0.078308,0.007383,"us/op",,now(),,,,,,,,,,
"org.drools.benchmarks.dmn.feel.functions.extended.FEELNowFunctionBenchmark.evaluateExpressionBenchmark","avgt",1,100,39.476778,0.370421,"us/op",,now(),,,,,,,,,,
"org.drools.benchmarks.dmn.feel.functions.extended.FEELSplitFunctionBenchmark.evaluateCompiledButInterpretedExpression","avgt",1,100,0.772668,0.017399,"us/op",,"split( ""foo;bar|baz"", ""[;|]"" )",,,,,,,,,,
"org.drools.benchmarks.dmn.feel.functions.extended.FEELSplitFunctionBenchmark.evaluateCompiledJavaExpressionBenchmark","avgt",1,100,0.693231,0.005934,"us/op",,"split( ""foo;bar|baz"", ""[;|]"" )",,,,,,,,,,
"org.drools.benchmarks.dmn.feel.functions.extended.FEELSplitFunctionBenchmark.evaluateExpressionBenchmark","avgt",1,100,45.042122,0.372525,"us/op",,"split( ""foo;bar|baz"", ""[;|]"" )",,,,,,,,,,
"org.drools.benchmarks.dmn.feel.functions.extended.FEELTodayFunctionBenchmark.evaluateCompiledButInterpretedExpression","avgt",1,100,0.214901,0.003841,"us/op",,today(),,,,,,,,,,
"org.drools.benchmarks.dmn.feel.functions.extended.FEELTodayFunctionBenchmark.evaluateCompiledJavaExpressionBenchmark","avgt",1,100,0.070397,0.002786,"us/op",,today(),,,,,,,,,,
"org.drools.benchmarks.dmn.feel.functions.extended.FEELTodayFunctionBenchmark.evaluateExpressionBenchmark","avgt",1,100,40.447762,0.414588,"us/op",,today(),,,,,,,,,,
"org.drools.benchmarks.dmn.feel.functions.list.FEELAppendFunctionBenchmark.evaluateCompiledButInterpretedExpression","avgt",1,100,0.947097,0.011843,"us/op",,"append( [1, 2], 3, 4 )",,,,,,,,,,
"org.drools.benchmarks.dmn.feel.functions.list.FEELAppendFunctionBenchmark.evaluateCompiledJavaExpressionBenchmark","avgt",1,100,0.650367,0.008916,"us/op",,"append( [1, 2], 3, 4 )",,,,,,,,,,
"org.drools.benchmarks.dmn.feel.functions.list.FEELAppendFunctionBenchmark.evaluateExpressionBenchmark","avgt",1,100,50.214969,0.482474,"us/op",,"append( [1, 2], 3, 4 )",,,,,,,,,,
"org.drools.benchmarks.dmn.feel.functions.list.FEELConcatenateFunctionBenchmark.evaluateCompiledButInterpretedExpression","avgt",1,100,0.736311,0.007755,"us/op",,"concatenate( [1, 2], 3, [4] )",,,,,,,,,,
"org.drools.benchmarks.dmn.feel.functions.list.FEELConcatenateFunctionBenchmark.evaluateCompiledJavaExpressionBenchmark","avgt",1,100,0.427658,0.002562,"us/op",,"concatenate( [1, 2], 3, [4] )",,,,,,,,,,
"org.drools.benchmarks.dmn.feel.functions.list.FEELConcatenateFunctionBenchmark.evaluateExpressionBenchmark","avgt",1,100,51.786074,0.584574,"us/op",,"concatenate( [1, 2], 3, [4] )",,,,,,,,,,
"org.drools.benchmarks.dmn.feel.functions.list.FEELDistinctValuesFunctionBenchmark.evaluateCompiledButInterpretedExpression","avgt",1,100,0.585577,0.007524,"us/op",,"distinct values( [1, 2, 3, 2, 4] )",,,,,,,,,,
"org.drools.benchmarks.dmn.feel.functions.list.FEELDistinctValuesFunctionBenchmark.evaluateCompiledJavaExpressionBenchmark","avgt",1,100,0.357000,0.004420,"us/op",,"distinct values( [1, 2, 3, 2, 4] )",,,,,,,,,,
"org.drools.benchmarks.dmn.feel.functions.list.FEELDistinctValuesFunctionBenchmark.evaluateExpressionBenchmark","avgt",1,100,53.327226,0.467560,"us/op",,"distinct values( [1, 2, 3, 2, 4] )",,,,,,,,,,
"org.drools.benchmarks.dmn.feel.functions.list.FEELIndexOfFunctionBenchmark.evaluateCompiledButInterpretedExpression","avgt",1,100,0.563265,0.007608,"us/op",,"index of( [1, 2, 3, 2], 2 )",,,,,,,,,,
"org.drools.benchmarks.dmn.feel.functions.list.FEELIndexOfFunctionBenchmark.evaluateCompiledButInterpretedExpression","avgt",1,100,0.559988,0.004337,"us/op",,"index of( [1, 2, null, null], null )",,,,,,,,,,
"org.drools.benchmarks.dmn.feel.functions.list.FEELIndexOfFunctionBenchmark.evaluateCompiledJavaExpressionBenchmark","avgt",1,100,0.318199,0.003559,"us/op",,"index of( [1, 2, 3, 2], 2 )",,,,,,,,,,
"org.drools.benchmarks.dmn.feel.functions.list.FEELIndexOfFunctionBenchmark.evaluateCompiledJavaExpressionBenchmark","avgt",1,100,0.301240,0.004567,"us/op",,"index of( [1, 2, null, null], null )",,,,,,,,,,
"org.drools.benchmarks.dmn.feel.functions.list.FEELIndexOfFunctionBenchmark.evaluateExpressionBenchmark","avgt",1,100,51.590334,0.679326,"us/op",,"index of( [1, 2, 3, 2], 2 )",,,,,,,,,,
"org.drools.benchmarks.dmn.feel.functions.list.FEELIndexOfFunctionBenchmark.evaluateExpressionBenchmark","avgt",1,100,51.676657,0.582998,"us/op",,"index of( [1, 2, null, null], null )",,,,,,,,,,
"org.drools.benchmarks.dmn.feel.functions.list.FEELInsertBeforeFunctionBenchmark.evaluateCompiledButInterpretedExpression","avgt",1,100,0.603623,0.006050,"us/op",,"insert before( [1, 2, 3], 3, 4 )",,,,,,,,,,
"org.drools.benchmarks.dmn.feel.functions.list.FEELInsertBeforeFunctionBenchmark.evaluateCompiledButInterpretedExpression","avgt",1,100,0.613122,0.005600,"us/op",,"insert before( [1, 2, 3], -3, 4 )",,,,,,,,,,
